,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_virtual_info_session,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_degree,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,age
106,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,"I like using computers, but when I figured out how they work and all the languages involved, I decided it probably wouldnt be for me.",Man,White/Caucasian,21-24
107,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,CIS Game Development Option,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
108,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Business,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,1.0,"just taking it as an elective, nothing personal against the community of technical field but just not a big fan",Man,Asian,19-20
109,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,To get a job in the computing field,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
110,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,No Impact,Some Impact,High Impact,Not Answered,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,No Impact,Not Answered,Information Technology,To get a job in the computing field;IT Industry Certifications;Personal Enrichment,No,No,Yes,Yes,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,19-20
111,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Career Advancement;Career Change;Professional Development;IT Industry Certifications,No,No,No,Yes,No,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,35-64
112,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial,No,No,No,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
113,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Not Answered,Some Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,21-24
114,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field,Yes,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
115,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,IT Industry Certifications;Financial,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,35-64
116,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
117,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Information Technology,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Professional Development;IT Industry Certifications",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not Answered,Not Answered,Man,Asian,21-24
118,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Not Answered,Not Answered,Man,Asian,25-34
119,CMP 239 Internet & Web Page Design,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,No Impact,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,No Impact,High Impact,Not Answered,Not Answered,Not Answered,No Impact,High Impact,Not Answered,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Not Answered,Not Answered,Some Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Information Technology,"Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,Asian,18 and younger
120,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree Seeking,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Im looking to learn coding but not to become a computer science ,Man,Hispanic or Latino,19-20
121,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications;Personal Enrichment,Yes,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
122,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Mathematics,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"I am truly interested in learning about computing, and the tools and knowledge associated with programming. ",Prefer not to say,Choose not to reply,21-24
123,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,21-24
124,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Some Impact,Not Answered,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,High Impact,Challenger Program,Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
125,CMP 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,This is the future for engineering,Man,White/Caucasian,21-24
126,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,CIS Game Development Option,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
127,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,CIS Game Development Option,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
128,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,2.0,"I have a lot of experience with computers. Having built many, I know the workings of a computer and how to use them. At this point, I really am only interested in learning different programs that I have had no experience with that would benefit my degree.",Man,White/Caucasian,19-20
129,CMP 128 Computer Science I,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Hispanic or Latino,18 and younger
130,CMP 128 Computer Science I,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Yes,No,Yes,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Computer Science,To get a job in the computing field;Career Advancement;Job Displacement;To keep current in tech industry,Yes,Yes,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
131,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Not Answered,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,High Impact,High Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,ShareTime CSIP Program,To get a job in the computing field;Professional Development;IT Industry Certifications,Yes,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
